sessionId,timestamp,itemId
1,874965478,168
1,874965478,172
1,874965518,165
1,874965556,156
1,874965677,196
1,874965677,166
1,874965678,187
1,874965706,14
1,874965706,250
1,874965706,127
1,874965739,117
1,874965739,181
1,874965739,109
1,874965758,1
1,874965905,246
1,874965954,248
1,874965954,257
1,874965954,50
1,874965970,253
1,874965970,249
2,875071421,262
2,875071484,224
2,875071484,93
2,875071484,124
2,875071515,19
2,875071541,137
2,875071541,123
2,875071561,146
2,875071561,7
2,875071589,235
2,875071608,15
2,875071713,260
2,875071713,264
2,875071713,24
2,875071713,245
2,875071713,126
2,875071749,237
2,875071805,25
2,875071805,13
2,875071823,121
2,875071843,251
2,875071898,236
2,875071898,240
2,875071927,118
2,875072002,130
2,875072125,47
2,875072125,65
2,875072125,190
2,875072144,31
2,875072173,114
2,875072173,39
2,875072173,28
2,875072205,52
2,875072235,238
2,875072262,183
2,875072262,69
2,875072262,199
2,875072262,11
2,875072303,161
2,875072303,95
2,875072370,60
2,875072370,179
2,875072370,83
2,875072404,64
2,875072404,98
2,875072404,22
2,875072404,135
2,875072442,202
2,875072442,163
2,875072442,26
2,875072484,89
2,875072484,8
2,875072520,214
2,875072520,182
2,875072520,48
2,875072547,160
2,875072547,175
2,875072547,99
2,875072547,192
2,875072573,128
2,875072573,180
2,875072631,185
2,875072631,143
2,875072688,68
2,875072688,55
2,875072688,204
2,875072716,56
2,875072716,96
2,875072865,81
2,875072865,151
2,875072865,79
2,875072895,70
2,875072895,212
2,875072895,23
2,875072923,84
2,875072956,184
2,875072956,197
2,875072956,191
2,875072956,94
2,875073067,134
2,875073067,145
2,875073067,207
2,875073128,186
2,875073128,97
2,875073128,188
2,875073180,159
2,875073180,85
2,875073180,36
2,875073180,144
2,875073198,17
2,875073198,174
3,875240677,252
3,875240739,105
3,875240799,148
3,875240920,108
3,875240993,147
3,875241390,243
3,875241390,220
3,875241390,106
3,875241498,122
3,875241619,104
3,875241619,107
3,875241619,247
3,875241637,120
3,875241687,45
4,875692927,268
4,875692955,267
4,875692979,259
4,875692992,261
4,875693007,263
4,875693118,10
5,876892196,150
5,876892355,234
5,876892425,92
5,876892425,71
5,876892425,42
5,876892468,176
5,876892636,91
5,876892654,193
5,876892676,217
5,876892701,177
5,876892701,216
5,876892743,194
5,876892774,73
5,876892817,59
5,876892818,133
5,876892818,41
5,876892855,195
5,876892856,218
5,876892856,170
5,876892896,213
5,876892918,157
5,876892918,223
5,876892946,227
5,876892946,27
5,876893008,80
5,876893031,231
5,876893054,67
5,876893098,200
5,876893098,119
5,876893119,4
5,876893145,215
5,876893171,164
5,876893171,2
5,876893205,206
5,876893205,77
5,876893206,53
5,876893206,136
5,876893230,40
5,876893230,46
5,876893230,153
6,877482427,269
7,878541392,254
7,878541637,115
7,878541803,173
7,878541970,211
7,878542075,229
7,878542201,155
7,878542231,203
7,878542282,62
7,878542300,90
7,878542327,219
7,878542383,167
7,878542420,61
7,878542420,230
7,878542420,162
7,878542420,35
7,878542441,265
7,878542441,112
7,878542459,57
7,878542478,49
7,878542515,30
7,878542552,233
7,878542552,131
7,878542589,82
7,878542589,152
7,878542608,141
7,878542678,72
7,878542699,33
7,878542699,158
7,878542717,198
7,878542738,113
7,878542738,225
7,878542772,21
7,878542791,149
7,878542791,88
7,878542845,103
7,878542845,239
7,878542845,110
7,878542845,101
7,878542869,34
7,878542869,43
7,878542869,29
7,878542889,132
7,878542909,210
7,878542909,205
7,878542960,125
7,878542960,12
7,878542960,201
7,878542960,208
7,878542960,116
7,878542960,58
7,878542960,3
7,878543006,138
7,878543030,37
7,878543030,66
7,878543075,38
7,878543133,140
7,878543133,241
7,878543176,76
7,878543176,78
7,878543176,226
7,878543196,232
7,878543196,63
7,878543216,139
7,878543238,75
7,878543238,142
7,878543275,51
7,878543308,54
7,878543541,228
7,878543541,44
7,878543541,86
7,878543541,100
7,878543541,154
7,878543541,9
7,878543541,169
7,878543541,178
7,878543541,87
7,878543541,16
8,878873388,222
8,878873389,258
9,885345728,266
9,885345822,255
10,887431647,272
10,887431672,271
10,887431883,20
10,887431908,129
10,887431921,221
10,887431973,6
10,887431973,244
10,887432020,18
11,888732827,270
11,888732908,209
11,888732909,32
11,888732928,189
12,889751633,242
12,889751711,171
12,889751711,111
12,889751712,256
12,889751712,5
12,889751736,74
12,889751736,102
13,888549960,286
13,888549961,258
13,888550065,305
13,888550066,307
13,888550252,288
13,888550631,312
13,888550631,301
13,888550774,292
13,888550774,303
13,888550774,315
13,888550774,299
13,888550774,306
13,888550774,269
13,888550871,297
13,888550871,19
13,888550871,1
13,888550871,296
13,888550939,293
13,888550939,275
13,888551062,257
13,888551164,295
13,888551174,277
13,888551235,287
13,888551341,255
13,888551441,290
13,888551441,280
13,888551441,298
13,888551497,274
13,888551552,276
13,888551647,291
13,888551647,273
13,888551647,278
13,888551648,294
13,888551648,25
13,888551745,279
13,888551853,111
13,888551853,14
13,888551853,10
13,888551922,13
13,888551922,282
13,888552017,284
13,888552017,237
13,888552084,251
13,888552084,50
13,888552084,313
13,888552084,242
13,888552084,283
13,888552084,311
13,888552084,100
13,888552084,127
13,888552084,285
13,888552084,302
14,888979061,310
14,888979061,272
14,888979197,300
14,888979197,304
14,888979353,289
14,888979693,316
14,888979945,308
14,888980029,309
14,888980085,314
14,888980240,281
15,889236939,300
15,889236939,302
15,889236939,333
15,889236939,344
15,889236961,268
15,889236983,337
15,889236983,303
15,889237004,345
15,889237004,354
15,889237026,288
15,889237026,258
15,889237026,319
15,889237055,341
15,889237055,272
15,889237055,352
15,889237076,350
15,889237122,343
15,889237122,334
15,889237122,353
15,889237141,339
15,889237174,342
15,889237198,336
15,889237199,299
15,889237224,294
15,889237224,332
15,889237224,307
15,889237224,271
15,889237224,326
15,889237247,245
15,889237247,324
15,889237247,355
15,889237269,335
15,889237269,323
15,889237269,349
15,889237269,322
15,889237297,330
15,889237297,264
15,889237297,338
15,889237297,325
15,889237315,351
15,889237455,331
15,889237455,328
15,889237455,348
15,889237455,327
15,889237455,321
15,889237455,260
15,889237455,329
15,889237455,347
15,889237455,340
15,889237455,346
15,889237482,318
15,889237482,320
15,889237482,317
15,889237482,181
16,892001374,258
16,892001445,288
16,892001445,300
16,892001537,328
16,892001690,271
16,892002352,303
16,892002352,329
16,892002352,327
16,892002352,359
16,892002352,362
16,892002352,360
16,892002353,361
16,892002353,354
16,892002353,324
16,892002353,301
16,892003374,210
16,892003459,356
16,892003525,357
16,892003526,50
16,892004275,264
16,892004275,260
16,892004275,358
16,892004409,294
16,892004520,11
17,875635064,267
17,875635174,222
17,875635174,455
17,875635189,121
17,875635225,363
17,875635225,405
17,875635239,257
17,875635265,250
17,875635318,25
17,875635327,21
17,875635349,100
17,875635350,109
17,875635372,369
17,875635384,235
17,875635416,412
17,875635431,407
17,875635431,411
17,875635443,105
17,875635457,368
17,875635723,225
17,875635723,151
17,875635748,1
17,875635757,181
17,875635758,50
17,875635807,424
17,875635807,413
17,875635807,406
17,875635895,79
17,875635907,397
17,875635907,373
17,875635947,231
17,875635947,229
17,875635947,399
17,875635962,176
17,875635962,226
17,875635962,450
17,875636014,183
17,875636033,89
17,875636033,435
17,875636053,2
17,875636070,230
17,875636070,228
17,875636099,227
17,875636099,449
17,875636099,431
17,875636099,210
17,875636130,172
17,875636130,174
17,875636141,144
17,875636152,403
17,875636167,391
17,875636167,398
17,875636185,385
17,875636198,17
17,875636230,372
17,875636230,386
17,875636265,393
17,875636265,396
17,875636281,167
17,875636281,367
17,875636297,90
17,875636308,401
17,875636340,390
17,875636360,42
17,875636375,153
17,875636375,186
17,875636375,456
17,875636389,384
17,875636389,70
17,875636493,110
17,875636511,80
17,875636540,381
17,875636571,364
17,875636571,209
17,875636571,451
17,875636587,382
17,875636588,428
17,875636588,383
17,875636631,211
17,875636631,430
17,875636655,433
17,875636655,239
17,875636675,173
17,875636675,208
17,875636675,204
17,875636691,154
17,875636691,168
17,875636691,414
17,875636767,422
17,875636793,423
17,875636793,432
17,875636815,143
17,875636815,419
17,875636830,417
17,875636842,415
17,875636905,374
17,875637023,29
17,875637033,434
17,875637144,365
17,875637145,366
17,875637191,380
17,875637330,392
17,875637419,387
17,875637429,429
17,875637440,425
17,875637485,214
17,875637536,135
17,875637575,62
17,875637587,375
17,875720691,98
17,875720692,234
17,875720692,185
17,875720692,448
17,875720717,436
17,875720717,200
17,875720744,445
17,875720744,219
17,875720744,443
17,875720744,447
17,875720762,444
17,875720814,370
17,875720814,379
17,875720830,441
17,875720830,145
17,875720845,446
17,875720947,402
17,875720948,241
17,875720967,371
17,875720967,216
17,875721019,421
17,875721019,66
17,875721167,427
17,875721167,378
17,875721168,95
17,875721168,420
17,875721196,102
17,875721196,416
17,875721216,418
17,875721216,99
17,875721216,404
17,875721260,139
17,875721315,389
17,875721432,454
18,875721555,69
18,875721572,162
18,875729064,233
19,878844164,243
19,878844208,259
19,878844397,452
19,878844423,439
19,878844423,440
19,878844423,437
19,878844423,438
19,878844495,408
19,878844495,169
19,878844495,189
19,878844510,426
19,878844510,101
19,878844615,377
19,878844629,63
19,878844630,400
19,878844651,94
19,878844651,409
19,878845197,194
20,879197864,163
20,879198031,394
20,879198045,376
20,879198109,40
20,879198183,410
20,879198229,24
20,879198898,453
20,879198898,388
20,879198898,457
20,879198898,442
20,879198898,395
21,883268170,286
21,883268170,242
21,883268222,269
21,883268222,302
21,883268246,306
21,883268278,258
21,883268278,340
21,883268321,303
21,883268322,304
21,883268353,321
21,883268353,310
21,883268375,259
21,883268406,268
21,883268430,309
21,883268483,538
21,883268522,261
21,883268776,182
22,883598981,248
22,883599075,408
22,883599102,275
22,883599102,7
22,883599134,297
22,883599134,276
22,883599134,127
22,883599176,100
22,883599205,9
22,883599228,459
22,883599228,124
22,883599249,14
22,883599273,515
22,883599302,15
22,883599327,293
22,883599327,137
22,883599354,534
22,883599400,536
22,883599400,13
22,883599431,221
22,883599431,117
22,883599431,285
22,883599478,475
22,883599478,257
22,883599478,1
22,883599478,111
22,883599509,477
22,883599509,246
22,883599530,508
22,883599558,151
22,883599558,471
22,883599558,298
22,883599590,284
22,883599670,125
22,883599707,410
22,883599830,533
22,883599914,458
22,883599914,237
22,883599938,294
22,883600003,472
22,883600004,460
22,883600030,535
22,883600066,532
22,883600066,405
22,883600111,473
22,883600152,21
22,883600175,476
22,883600406,301
22,883600445,308
22,883600597,64
22,883600632,524
22,883600657,514
22,883600657,8
22,883600680,98
22,883600707,427
22,883600747,135
22,883600747,165
22,883600747,79
22,883600747,223
22,883600747,531
22,883600785,487
22,883600785,510
22,883600785,178
22,883600818,177
22,883600842,136
22,883600842,50
22,883600842,89
22,883600877,527
22,883600878,205
22,883600913,513
22,883600914,481
22,883600914,187
22,883600914,192
22,883600914,462
22,883600943,169
22,883600943,47
22,883600985,318
22,883600985,520
22,883600985,174
22,883601011,484
22,883601011,489
22,883601053,143
22,883601053,498
22,883601053,479
22,883601053,12
22,883601053,71
22,883601088,191
22,883601088,497
22,883601089,492
22,883601089,480
22,883601155,469
22,883601155,211
22,883601155,504
22,883601155,512
22,883601155,496
22,883601203,525
22,883601203,199
22,883601203,197
22,883601203,482
22,883601203,530
22,883601277,69
22,883601277,500
22,883601277,56
22,883601277,521
22,883601277,204
22,883601277,474
22,883601277,537
22,883601310,507
22,883601311,180
22,883601311,32
22,883601311,183
22,883601365,23
22,883601365,189
22,883601365,194
22,883601365,519
22,883601365,464
22,883601365,490
22,883601366,495
22,883601393,511
22,883601393,461
22,883601393,185
22,883601426,175
22,883601426,488
22,883601426,166
22,883601427,70
22,883601427,486
22,883601459,133
22,883601459,529
22,883601500,483
22,883601500,522
22,883601500,216
22,883601528,523
22,883601529,193
22,883601529,435
22,883601713,463
22,883601713,209
22,883601713,432
22,883601713,238
22,883601713,59
22,883601713,494
22,883601713,493
22,883602048,131
22,883602048,22
22,883602133,95
22,883602133,503
22,883602174,528
22,883602174,506
22,883602174,87
22,883602174,491
22,883602174,317
22,883602174,468
22,883602212,517
22,883602212,156
22,883602283,134
22,883602283,499
22,883602283,195
22,883602283,81
22,883602284,467
22,883602284,419
22,883602422,357
22,883602422,466
22,883602422,208
22,883602422,200
22,883602422,505
22,883602422,132
22,883602462,188
22,883602462,213
22,883602462,173
22,883602501,423
22,883602501,274
22,883602574,170
22,883602596,526
22,883602664,509
22,883602664,485
22,883602664,516
22,883602664,502
22,883602690,470
22,883602690,367
22,883602690,202
22,883602730,154
22,883602730,501
22,883602730,186
22,883602762,478
22,883602864,203
22,883602865,168
22,883602865,425
22,883602965,19
22,883603013,86
22,883603013,28
22,883603013,153
22,883603042,518
22,883681433,539
22,883683508,465
23,883717304,272
24,891349991,269
24,891350356,678
24,891350383,682
24,891350464,259
24,891350594,681
24,891350703,680
24,891350703,268
24,891350703,300
24,891350703,266
24,891350703,683
24,891350703,264
24,891350703,288
24,891350703,307
24,891350703,286
24,891350704,309
24,891350756,64
24,891350757,174
24,891350757,515
24,891350757,187
24,891350757,603
24,891350782,176
24,891350782,180
24,891350810,86
24,891350810,367
24,891350845,228
24,891350845,435
24,891350845,523
24,891350845,265
24,891350900,530
24,891350900,618
24,891350900,216
24,891350900,447
24,891350900,419
24,891350900,186
24,891350932,32
24,891350932,643
24,891350932,178
24,891350932,651
24,891350965,650
24,891350965,182
24,891350965,172
24,891350966,101
24,891351002,98
24,891351002,616
24,891351002,429
24,891351002,474
24,891351002,173
24,891351041,234
24,891351041,488
24,891351042,93
24,891351042,526
24,891351042,50
24,891351082,89
24,891351082,100
24,891351082,197
24,891351083,482
24,891351083,496
24,891351121,22
24,891351121,514
24,891351121,612
24,891351121,204
24,891351161,659
24,891351161,653
24,891351161,611
24,891351201,484
24,891351201,191
24,891351201,97
24,891351201,144
24,891351234,657
24,891351234,403
24,891351287,171
24,891351287,181
24,891351287,634
24,891351287,132
24,891351328,8
24,891351328,495
24,891351328,223
24,891351383,23
24,891351383,646
24,891351383,96
24,891351384,636
24,891351384,655
24,891351432,196
24,891351432,491
24,891351432,56
24,891351432,9
24,891351471,82
24,891351471,201
24,891351471,436
24,891351472,499
24,891351509,633
24,891351509,168
24,891351509,423
24,891351509,656
24,891351547,431
24,891351547,273
24,891351547,604
24,891351547,135
24,891351547,68
24,891351585,385
24,891351585,166
24,891351585,205
24,891351585,615
24,891351624,661
24,891351624,511
24,891351624,183
24,891351624,215
24,891351653,648
24,891351653,156
24,891351653,608
24,891351685,644
24,891351685,198
24,891351686,213
24,891351728,127
24,891351728,44
24,891351728,190
24,891351728,596
24,891351728,356
24,891351728,671
24,891351728,69
24,891351772,543
24,891351772,237
24,891351772,527
24,891351772,4
24,891351772,513
24,891351813,285
24,891351813,136
24,891351813,164
24,891351814,498
24,891351814,238
24,891351851,485
24,891351851,483
24,891351851,593
24,891351851,194
24,891351851,152
24,891352010,479
24,891352010,492
24,891352010,92
24,891352010,192
24,891352010,613
24,891352010,318
24,891352058,393
24,891352059,157
24,891352093,382
24,891352093,480
24,891352093,584
24,891352134,497
24,891352134,510
24,891352134,421
24,891352178,430
24,891352178,203
24,891352178,487
24,891352179,591
24,891352220,153
24,891352220,208
24,891352220,7
24,891352220,663
24,891352220,427
24,891352261,79
24,891352261,588
24,891352261,502
24,891352261,568
24,891352261,632
24,891352303,461
24,891352303,179
24,891352341,28
24,891352341,505
24,891352341,481
24,891352341,630
24,891352383,131
24,891352383,507
24,891352384,504
